locus_tag,chromosome,gene_name,mutation_count,mutated,CDS_length_bp,mutation_density,gc_content,protein_abundance,rna_level,essential,replication_timing
YLR016C,chrXII,PML1,0,0,615,0.0,0.424390243902439,3.87,,0.0,36.75
YLR017W,chrXII,MEU1,0,0,1014,0.0,0.4250493096646943,87.8,,0.0,33.87
YLR018C,chrXII,POM34,0,0,900,0.0,0.4377777777777777,27.5,,0.0,35.47
YLR019W,chrXII,PSR2,0,0,1194,0.0,0.4304857621440536,7.32,1.5690803336676693,0.0,37.31
YLR020C,chrXII,YEH2,0,0,1617,0.0,0.3828076685219542,10.5,1.0567275716537363,0.0,37.04
YLR021W,chrXII,IRC25,1,1,540,0.0018518518518518,0.3981481481481481,8.1,,0.0,37.04
YLR022C,chrXII,SDO1,0,0,753,0.0,0.3758300132802125,110.0,,1.0,36.9
YLR023C,chrXII,IZH3,0,0,1632,0.0,0.392156862745098,1.39,1.505036238415928,0.0,38.54
YLR024C,chrXII,UBR2,0,0,5619,0.0,0.3552233493504182,3.47,0.3202204762587075,0.0,37.39
YLR025W,chrXII,SNF7,0,0,723,0.0,0.4011065006915629,76.5,5.187571715391088,0.0,37.52
YLR026C,chrXII,SED5,1,1,1023,0.0009775171065493,0.3958944281524926,48.7,1.79323466704876,1.0,35.78
YLR027C,chrXII,AAT2,0,0,1257,0.0,0.4590294351630867,619.0,19.245250623148408,0.0,34.9
YLR028C,chrXII,ADE16,0,0,1776,0.0,0.4313063063063063,227.0,15.498671050921528,0.0,33.63
YLR029C,chrXII,RPL15A,0,0,615,0.0,0.432520325203252,2929.0,53.15659905894565,1.0,32.32
YLR030W,chrXII,YLR030W,0,0,792,0.0,0.4090909090909091,0.176,0.2561763810069664,0.0,32.93
YLR031W,chrXII,YLR031W,0,0,561,0.0,0.3422459893048128,0.61,1.0247055240278655,0.0,32.71
YLR032W,chrXII,RAD5,0,0,3510,0.0,0.3800569800569801,5.67,0.2561763810069664,0.0,30.2
YLR033W,chrXII,RSC58,0,0,1509,0.0,0.3485752153744201,71.0,1.6971685241711532,1.0,28.06
YLR034C,chrXII,SMF3,1,1,1422,0.00070323488045,0.3874824191279887,20.6,0.44830866676219,0.0,28.25
YLR035C,chrXII,MLH2,0,0,2088,0.0,0.3840996168582375,2.69,0.1921322857552254,0.0,26.8
YLR035C-A,chrXII,YLR035C-A,0,0,3468,0.0,0.3751441753171857,,,,24.782857142857143
YLR036C,chrXII,YLR036C,0,0,612,0.0,0.3398692810457516,2.87,0.3842645715104506,0.0,21.7
YLR037C,chrXII,PAU23,0,0,375,0.0,0.464,1.42,0.3842645715104506,0.0,19.12
YLR038C,chrXII,COX12,0,0,252,0.0,0.4007936507936508,156.0,3.394337048342306,0.0,19.2
YLR039C,chrXII,RIC1,0,0,3171,0.0,0.3453169347209082,5.76,0.8005511906467704,0.0,19.56
YLR040C,chrXII,AFB1,0,0,675,0.0,0.4251851851851851,0.785,0.44830866676219,0.0,19.42
YLR041W,chrXII,YLR041W,0,0,321,0.0,0.3831775700934579,0.699,0.3842645715104506,0.0,20.47
YLR042C,chrXII,YLR042C,0,0,486,0.0,0.3950617283950617,24.4,0.5763968572656736,0.0,20.47
YLR043C,chrXII,TRX1,0,0,312,0.0,0.4134615384615384,1220.0,12.93690724085186,0.0,19.89
YLR044C,chrXII,PDC1,0,0,1692,0.0,0.4539007092198581,13022.0,154.7625561758308,0.0,19.46
YLR045C,chrXII,STU2,0,0,2667,0.0,0.3959505061867266,16.9,0.44830866676219,1.0,19.43
YLR046C,chrXII,YLR046C,0,0,813,0.0,0.3788437884378843,0.498,1.0247055240278655,0.0,20.51
YLR047C,chrXII,FRE8,1,1,2061,0.0004852013585638,0.3842794759825327,1.09,0.1921322857552254,0.0,19.66
YLR048W,chrXII,RPS0B,0,0,759,0.0,0.4400527009222661,1564.0,26.09796881508472,0.0,20.57
YLR049C,chrXII,YLR049C,0,0,1287,0.0,0.358974358974359,0.768,1.0567275716537363,0.0,23.56
YLR050C,chrXII,YLR050C,0,0,486,0.0,0.4094650205761317,23.5,2.8499622387025063,0.0,25.44
YLR051C,chrXII,FCF2,0,0,654,0.0,0.3807339449541284,33.7,3.20220476258707,1.0,23.7
YLR052W,chrXII,IES3,0,0,753,0.0,0.3944223107569721,34.5,1.8893008099263773,0.0,25.2
YLR053C,chrXII,YLR053C,1,1,327,0.0030581039755351,0.3700305810397553,0.459,0.3202204762587075,0.0,25.2
YLR054C,chrXII,OSW2,0,0,2175,0.0,0.3839080459770115,1.1,0.6404409525174152,0.0,27.73
YLR055C,chrXII,SPT8,0,0,1809,0.0,0.476506357103372,44.5,2.529741762443789,0.0,27.52
YLR056W,chrXII,ERG3,0,0,1098,0.0,0.4307832422586521,104.0,9.606614287761236,0.0,28.73
YLR057W,chrXII,MNL2,1,1,2550,0.000392156862745,0.3803921568627451,2.64,1.8252567146746363,0.0,29.54
YLR058C,chrXII,SHM2,0,0,1410,0.0,0.4269503546099291,1221.0,20.14186795667274,0.0,30.48
YLR059C,chrXII,REX2,0,0,810,0.0,0.4814814814814814,50.6,2.657829952947268,1.0,30.27
YLR060W,chrXII,FRS1,0,0,1788,0.0,0.4138702460850111,548.0,5.699924477405013,1.0,31.81
YLR061W,chrXII,RPL22A,0,0,366,0.0,0.448087431693989,2463.0,,0.0,32.45
YLR062C,chrXII,BUD28,0,0,378,0.0,0.4232804232804232,0.527,,0.0,32.45
YLR063W,chrXII,BMT6,0,0,1098,0.0,0.3797814207650273,6.35,0.5443748096398037,0.0,34.14
YLR064W,chrXII,PER33,0,0,822,0.0,0.3637469586374696,22.7,,0.0,34.97
YLR065C,chrXII,ENV10,0,0,546,0.0,0.3827838827838827,18.4,,0.0,33.94
YLR066W,chrXII,SPC3,0,0,555,0.0,0.3477477477477477,44.6,,1.0,33.94
YLR067C,chrXII,PET309,0,0,2898,0.0,0.3567977915804002,2.67,,0.0,34.6
YLR068W,chrXII,FYV7,0,0,456,0.0,0.3771929824561403,86.7,1.665146476545282,0.0,34.29
YLR069C,chrXII,MEF1,0,0,2286,0.0,0.4020122484689414,38.7,1.3769480479124443,0.0,35.22
YLR070C,chrXII,XYL2,0,0,1071,0.0,0.4453781512605042,1.51,0.3842645715104506,0.0,36.48
YLR071C,chrXII,RGR1,0,0,3249,0.0,0.3665743305632502,13.6,0.9286393811502534,1.0,34.66
YLR072W,chrXII,YLR072W,0,0,2082,0.0,0.4313160422670509,5.03,,0.0,35.66
YLR073C,chrXII,RFU1,0,0,603,0.0,0.4278606965174129,2.96,,0.0,30.64
YLR074C,chrXII,BUD20,0,0,501,0.0,0.4770459081836327,82.4,3.298270905464697,0.0,33.31
YLR075W,chrXII,RPL10,0,0,666,0.0,0.4414414414414414,6957.0,,1.0,32.29
YLR076C,chrXII,YLR076C,0,0,423,0.0,0.4373522458628842,0.513,,1.0,32.29
YLR077W,chrXII,FMP25,0,0,1752,0.0,0.4126712328767123,7.57,1.0247055240278655,0.0,33.25
YLR078C,chrXII,BOS1,0,0,735,0.0,0.3904761904761905,27.6,7.621247334957252,1.0,32.65
YLR079W,chrXII,SIC1,0,0,855,0.0,0.431578947368421,8.99,3.58646933409752,1.0,30.65
YLR080W,chrXII,EMP46,0,0,1335,0.0,0.3865168539325843,4.03,0.8325732382726408,0.0,29.61
YLR081W,chrXII,GAL2,0,0,1725,0.0,0.4214492753623188,2.12,0.0640440952517416,0.0,31.6
YLR082C,chrXII,SRL2,0,0,1179,0.0,0.3655640373197625,6.19,0.5763968572656736,0.0,32.87
YLR083C,chrXII,EMP70,0,0,2004,0.0,0.3792415169660678,40.6,2.337609476688573,0.0,33.03
YLR084C,chrXII,RAX2,0,0,3663,0.0,0.3789243789243789,10.9,0.2881984286328367,0.0,34.98
YLR085C,chrXII,ARP6,0,0,1317,0.0,0.4077448747152619,5.8,1.344926000286574,0.0,37.98
YLR086W,chrXII,SMC4,0,0,4257,0.0,0.3784355179704017,7.29,1.537058286041802,1.0,36.36
YLR087C,chrXII,CSF1,2,1,8877,0.0002253013405429,0.3747887799932409,0.925,0.1921322857552254,0.0,39.29
YLR088W,chrXII,GAA1,0,0,1845,0.0,0.3766937669376693,17.5,2.177499238559215,1.0,39.75
YLR089C,chrXII,ALT1,0,0,1779,0.0,0.4058459808881394,88.6,2.593785857695526,0.0,39.39
YLR090W,chrXII,XDJ1,0,0,1380,0.0,0.4391304347826087,39.2,1.0247055240278655,0.0,39.76
YLR091W,chrXII,GEP5,0,0,882,0.0,0.4603174603174603,2.49,0.44830866676219,0.0,36.69
YLR092W,chrXII,SUL2,0,0,2682,0.0,0.4168530947054437,0.769,0.5443748096398037,0.0,36.44
YLR093C,chrXII,NYV1,0,0,762,0.0,0.3818897637795275,22.0,7.10889457294332,0.0,35.77
YLR094C,chrXII,GIS3,0,0,1509,0.0,0.4532803180914513,5.05,1.1527937145313487,0.0,35.66
YLR095C,chrXII,IOC2,1,1,2439,0.000410004100041,0.4235342353423534,16.5,1.1848157621572193,0.0,34.01
YLR096W,chrXII,KIN2,0,0,3444,0.0,0.3954703832752613,11.6,1.7612126194228943,0.0,34.02
YLR097C,chrXII,HRT3,0,0,1035,0.0,0.3652173913043478,17.1,0.8325732382726408,1.0,30.22
YLR098C,chrXII,CHA4,0,0,1947,0.0,0.3780174627632254,2.43,0.3202204762587075,0.0,30.76
YLR099C,chrXII,ICT1,0,0,1185,0.0,0.4649789029535865,1.08,4.6111748581253895,0.0,30.81
YLR099W-A,chrXII,MIM2,0,0,264,0.0,0.5227272727272727,24.7,1.6971685241711532,1.0,27.78
YLR100W,chrXII,ERG27,0,0,1044,0.0,0.4137931034482758,78.2,,1.0,27.99
YLR101C,chrXII,YLR101C,0,0,396,0.0,0.3813131313131313,,,1.0,28.69
YLR102C,chrXII,APC9,0,0,798,0.0,0.4172932330827067,1.98,,0.0,28.69
YLR103C,chrXII,CDC45,0,0,1953,0.0,0.3835125448028674,3.48,0.5123527620139329,1.0,26.05
YLR104W,chrXII,LCL2,0,0,396,0.0,0.4166666666666667,28.2,,0.0,25.65
YLR105C,chrXII,SEN2,0,0,1134,0.0,0.4029982363315696,4.79,,1.0,25.86
YLR106C,chrXII,MDN1,0,0,14733,0.0,0.3770447295187674,31.7,4.771285096254745,1.0,24.17
YLR107W,chrXII,REX3,0,0,1215,0.0,0.3670781893004115,6.23,2.8179401910766355,0.0,20.36
YLR108C,chrXII,YLR108C,0,0,1458,0.0,0.3786008230452675,5.29,0.44830866676219,0.0,19.44
YLR109W,chrXII,AHP1,0,0,531,0.0,0.448210922787194,7119.0,141.56947255397807,0.0,19.49
YLR110C,chrXII,CCW12,0,0,402,0.0,0.5199004975124378,677.0,488.6564467707906,0.0,18.76
YLR111W,chrXII,YLR111W,0,0,333,0.0,0.4774774774774775,0.046,,0.0,18.02
YLR112W,chrXII,YLR112W,0,0,420,0.0,0.4238095238095238,0.88,1.4730141907900571,0.0,18.02
YLR113W,chrXII,HOG1,0,0,1308,0.0,0.4296636085626911,99.8,10.663341859414976,0.0,18.55
YLR114C,chrXII,AVL9,0,0,2295,0.0,0.3877995642701525,24.6,2.91400633395425,0.0,16.69
YLR115W,chrXII,CFT2,0,0,2580,0.0,0.3767441860465116,8.26,0.9286393811502534,1.0,19.44
YLR116W,chrXII,MSL5,0,0,1431,0.0,0.4290705800139762,14.5,0.0960661428776124,1.0,20.89
YLR117C,chrXII,CLF1,1,1,2064,0.000484496124031,0.373546511627907,3.98,0.5763968572656736,1.0,20.52
YLR118C,chrXII,YLR118C,0,0,684,0.0,0.3976608187134502,59.9,2.2415433338109616,0.0,21.54
YLR119W,chrXII,SRN2,0,0,642,0.0,0.3489096573208722,7.34,1.7612126194228943,0.0,22.27
YLR120C,chrXII,YPS1,0,0,1710,0.0,0.4345029239766081,26.0,2.593785857695526,0.0,22.24
YLR120W-A,chrXII,YLR120W-A,0,0,102,0.0,0.3235294117647059,,,,23.51
YLR121C,chrXII,YPS3,0,0,1527,0.0,0.4898493778650949,2.74,,0.0,23.15
YLR122C,chrXII,YLR122C,0,0,378,0.0,0.4153439153439153,0.516,0.3202204762587075,0.0,23.12
YLR123C,chrXII,YLR123C,0,0,330,0.0,0.4121212121212121,0.417,,0.0,23.12
YLR124W,chrXII,YLR124W,0,0,345,0.0,0.3971014492753623,0.41,0.1921322857552254,0.0,24.09
YLR125W,chrXII,YLR125W,0,0,411,0.0,0.4063260340632603,8.67,0.2561763810069664,0.0,25.07
YLR126C,chrXII,YLR126C,0,0,756,0.0,0.3888888888888889,20.5,1.1207716669054786,0.0,24.53
YLR127C,chrXII,APC2,0,0,2562,0.0,0.3473848555815769,2.85,1.3129039526606996,1.0,24.76
YLR128W,chrXII,DCN1,0,0,810,0.0,0.4049382716049383,1.47,0.3202204762587075,0.0,24.68
YLR129W,chrXII,DIP2,0,0,2832,0.0,0.3806497175141243,40.3,1.2808819050348323,1.0,26.16
YLR130C,chrXII,ZRT2,0,0,1269,0.0,0.4208037825059101,8.46,2.433675619566188,0.0,25.31
YLR131C,chrXII,ACE2,0,0,2313,0.0,0.4085603112840467,5.95,0.1921322857552254,0.0,24.47
YLR132C,chrXII,USB1,0,0,873,0.0,0.3825887743413516,2.09,0.960661428776124,1.0,23.43
YLR133W,chrXII,CKI1,0,0,1749,0.0,0.411663807890223,30.3,1.2488598574089609,0.0,22.4
YLR134W,chrXII,PDC5,0,0,1692,0.0,0.4219858156028369,944.0,0.7685291430208995,0.0,22.23
YLR135W,chrXII,SLX4,0,0,2247,0.0,0.3782821539830885,2.7,0.5123527620139329,0.0,23.37
YLR136C,chrXII,TIS11,0,0,858,0.0,0.4102564102564102,2.39,0.6724630001432869,0.0,24.88
YLR137W,chrXII,RKM5,0,0,1104,0.0,0.4692028985507246,4.25,1.408970095538315,0.0,25.65
YLR138W,chrXII,NHA1,0,0,2958,0.0,0.4093982420554428,8.25,1.0567275716537363,0.0,26.79
YLR139C,chrXII,SLS1,1,1,1932,0.0005175983436853,0.4130434782608695,7.27,0.5763968572656736,0.0,27.7
YLR140W,chrXII,YLR140W,0,0,327,0.0,0.400611620795107,0.083,,1.0,27.74
YLR141W,chrXII,RRN5,0,0,1092,0.0,0.5357142857142857,3.65,0.4162866191363198,1.0,27.74
YLR142W,chrXII,PUT1,0,0,1431,0.0,0.4116002795248078,3.85,0.44830866676219,0.0,29.1
YLR143W,chrXII,DPH6,0,0,2058,0.0,0.3683187560738581,18.2,1.0567275716537363,0.0,29.29
YLR144C,chrXII,ACF2,0,0,2340,0.0,0.3854700854700855,15.3,0.44830866676219,0.0,30.15
YLR145W,chrXII,RMP1,1,1,606,0.0016501650165016,0.3795379537953795,2.75,,1.0,30.72
YLR146C,chrXII,SPE4,1,1,903,0.0011074197120708,0.388704318936877,15.9,,0.0,30.56
YLR146W-A,chrXII,YLR146W-A,0,0,189,0.0,0.4126984126984127,0.678,,,31.29
YLR147C,chrXII,SMD3,0,0,306,0.0,0.4084967320261438,18.5,,1.0,31.29
YLR148W,chrXII,PEP3,0,0,2757,0.0,0.3380486035545883,14.8,1.857278762300504,0.0,29.51
YLR149C,chrXII,YLR149C,0,0,2193,0.0,0.3839489284085727,1.07,1.216837809783094,0.0,30.4
YLR149C-A,chrXII,YLR149C-A,0,0,87,0.0,0.3333333333333333,1.36,,,29.24
YLR150W,chrXII,STM1,0,0,822,0.0,0.4610705596107056,2371.0,24.080579814654843,0.0,30.2
YLR151C,chrXII,PCD1,0,0,1023,0.0,0.375366568914956,1.34,0.3202204762587075,0.0,29.4
YLR152C,chrXII,YLR152C,0,0,1731,0.0,0.3864818024263431,0.035,0.9926834764019952,0.0,29.23
YLR153C,chrXII,ACS2,0,0,2052,0.0,0.4225146198830409,1082.0,8.966173335243825,1.0,28.57
YLR154C,chrXII,RNH203,0,0,333,0.0,0.4294294294294294,7.45,4.00275595323386,0.0,27.94
YLR154C-G,chrXII,YLR154C-G,0,0,150,0.0,0.5666666666666667,0.42,,,26.769
YLR154C-H,chrXII,YLR154C-H,0,0,132,0.0,0.4848484848484848,0.469,,,27.767
YLR154W-A,chrXII,YLR154W-A,0,0,186,0.0,0.4838709677419355,0.563,,,25.08
YLR154W-B,chrXII,YLR154W-B,0,0,165,0.0,0.4909090909090909,1.8,,,24.975
YLR154W-C,chrXII,TAR1,0,0,375,0.0,0.4586666666666666,0.073,,,24.87
YLR154W-E,chrXII,YLR154W-E,0,0,204,0.0,0.3676470588235294,4.1,,,24.765
YLR154W-F,chrXII,YLR154W-F,0,0,141,0.0,0.3546099290780142,,,,24.765
YLR155C,chrXII,ASP3-1,0,0,1089,0.0,0.443526170798898,1.29,,,27.933333333333334
YLR156C-A,chrXII,YLR156C-A,0,0,132,0.0,0.4848484848484848,0.469,,,28.43233333333333
YLR156W,chrXII,YLR156W,0,0,345,0.0,0.4753623188405797,2.83,,,28.266
YLR157C,chrXII,ASP3-2,0,0,1089,0.0,0.443526170798898,0.827,,,28.598666666666663
YLR157C-A,chrXII,YLR157C-A,0,0,1323,0.0,0.4134542705971277,,,,29.763
YLR157C-B,chrXII,YLR157C-B,0,0,5268,0.0,0.3849658314350797,,,,29.430333333333333
YLR157C-C,chrXII,YLR157C-C,0,0,132,0.0,0.4848484848484848,0.469,,,29.92933333333333
YLR157W-D,chrXII,YLR157W-D,0,0,213,0.0,0.431924882629108,2.85,,,28.93133333333333
YLR157W-E,chrXII,YLR157W-E,0,0,165,0.0,0.4969696969696969,0.202,,,29.92933333333333
YLR158C,chrXII,ASP3-3,0,0,1089,0.0,0.443526170798898,1.27,,,30.095666666666663
YLR159C-A,chrXII,YLR159C-A,0,0,132,0.0,0.4848484848484848,0.469,,,30.59466666666667
YLR159W,chrXII,YLR159W,0,0,345,0.0,0.4753623188405797,1.54,,,30.59466666666667
YLR160C,chrXII,ASP3-4,0,0,1089,0.0,0.443526170798898,15.6,,,30.761000000000003
YLR161W,chrXII,YLR161W,0,0,345,0.0,0.4753623188405797,1.54,,,31.093666666666667
YLR162W,chrXII,YLR162W,0,0,357,0.0,0.5518207282913166,1.32,,,31.26
YLR162W-A,chrXII,RRT15,0,0,189,0.0,0.4021164021164021,0.425,2.049411048055731,,31.26
YLR163C,chrXII,MAS1,0,0,1389,0.0,0.3959683225341973,51.4,2.785918143450759,1.0,29.17
YLR163W-A,chrXII,YLR163W-A,0,0,114,0.0,0.3421052631578947,,,,29.17
YLR164W,chrXII,SHH4,0,0,507,0.0,0.4260355029585799,1.78,1.0887496192796078,0.0,28.59
YLR165C,chrXII,PUS5,0,0,765,0.0,0.3777777777777777,0.625,0.6404409525174152,0.0,26.83
YLR166C,chrXII,SEC10,1,1,2616,0.0003822629969418,0.3264525993883792,19.7,0.960661428776124,1.0,26.05
YLR167W,chrXII,RPS31,0,0,459,0.0,0.4226579520697168,3709.0,612.2615506066453,1.0,25.77
YLR168C,chrXII,UPS2,0,0,693,0.0,0.3838383838383838,8.42,0.8645952858985118,0.0,25.74
YLR169W,chrXII,YLR169W,0,0,354,0.0,0.4152542372881356,0.495,,0.0,24.84
YLR170C,chrXII,APS1,0,0,471,0.0,0.3949044585987261,12.3,,0.0,24.84
YLR171W,chrXII,YLR171W,0,0,390,0.0,0.382051282051282,1.13,,0.0,24.84
YLR172C,chrXII,DPH5,0,0,903,0.0,0.4252491694352159,114.0,2.625807905321399,0.0,24.27
YLR173W,chrXII,YLR173W,1,1,1827,0.0005473453749315,0.4110563765736179,0.673,0.1280881905034832,0.0,24.14
YLR174W,chrXII,IDP2,0,0,1239,0.0,0.4180790960451977,39.9,0.1280881905034832,0.0,23.34
YLR175W,chrXII,CBF5,0,0,1452,0.0,0.3973829201101928,394.0,12.680730859844836,1.0,21.94
YLR176C,chrXII,RFX1,0,0,2436,0.0,0.3875205254515599,3.38,0.6724630001432869,0.0,18.45
YLR177W,chrXII,YLR177W,0,0,1887,0.0,0.4292527821939587,7.39,2.049411048055731,0.0,19.95
YLR178C,chrXII,TFS1,0,0,660,0.0,0.4787878787878787,135.0,4.707241001002993,0.0,20.76
YLR179C,chrXII,YLR179C,0,0,606,0.0,0.4801980198019802,549.0,19.11716243264492,0.0,21.03
YLR180W,chrXII,SAM1,0,0,1149,0.0,0.474325500435161,1457.0,10.599297764163234,0.0,21.67
YLR181C,chrXII,VTA1,0,0,993,0.0,0.3937562940584088,24.3,2.081433095681596,0.0,22.04
YLR182W,chrXII,SWI6,0,0,2412,0.0,0.3743781094527363,21.2,0.4162866191363198,0.0,24.17
YLR183C,chrXII,TOS4,0,0,1470,0.0,0.3959183673469387,2.81,1.6011023812935348,0.0,24.2
YLR184W,chrXII,YLR184W,0,0,348,0.0,0.396551724137931,1.32,0.0640440952517416,0.0,23.5
YLR185W,chrXII,RPL37A,1,1,267,0.0037453183520599,0.449438202247191,1695.0,27.538960958248868,0.0,25.08
YLR186W,chrXII,EMG1,0,0,759,0.0,0.4163372859025033,225.0,6.052167001289571,1.0,25.27
YLR187W,chrXII,SKG3,0,0,3081,0.0,0.3979227523531321,14.4,0.2561763810069664,0.0,26.63
YLR188W,chrXII,MDL1,0,0,2088,0.0,0.4137931034482758,15.2,1.0887496192796078,0.0,27.56
YLR189C,chrXII,ATG26,1,1,3597,0.0002780094523213,0.3869891576313595,4.41,0.960661428776124,0.0,29.81
YLR190W,chrXII,MMR1,0,0,1476,0.0,0.4126016260162601,6.87,0.1921322857552254,0.0,31.17
YLR191W,chrXII,PEX13,0,0,1161,0.0,0.4074074074074074,9.72,0.8325732382726408,0.0,33.27
YLR192C,chrXII,HCR1,0,0,798,0.0,0.4260651629072681,291.0,4.226910286614933,0.0,33.29
YLR193C,chrXII,UPS1,0,0,528,0.0,0.4128787878787879,5.29,1.4409921431641817,0.0,35.27
YLR194C,chrXII,YLR194C,0,0,765,0.0,0.4797385620915033,4.17,8.70999695423686,0.0,35.72
YLR195C,chrXII,NMT1,0,0,1368,0.0,0.3801169590643274,69.4,3.810623667478617,1.0,36.3
YLR196W,chrXII,PWP1,0,0,1731,0.0,0.4038128249566724,219.0,1.8893008099263773,1.0,37.3
YLR197W,chrXII,NOP56,0,0,1515,0.0,0.3643564356435643,737.0,,1.0,37.36
YLR198C,chrXII,YLR198C,0,0,360,0.0,0.3194444444444444,,,1.0,37.36
YLR199C,chrXII,PBA1,0,0,831,0.0,0.3910950661853189,31.4,1.8252567146746363,0.0,38.36
YLR200W,chrXII,YKE2,0,0,345,0.0,0.3768115942028985,125.0,2.36963152431444,0.0,37.93
YLR201C,chrXII,COQ9,0,0,783,0.0,0.3869731800766283,14.0,3.45838114359405,0.0,37.95
YLR202C,chrXII,YLR202C,0,0,327,0.0,0.3241590214067278,0.572,,0.0,37.95
YLR203C,chrXII,MSS51,0,0,1311,0.0,0.4317315026697177,67.3,,0.0,39.36
YLR204W,chrXII,QRI5,0,0,336,0.0,0.4464285714285714,2.77,2.7538960958248926,0.0,38.72
YLR205C,chrXII,HMX1,0,0,954,0.0,0.4475890985324947,0.825,3.58646933409752,0.0,39.02
YLR206W,chrXII,ENT2,0,0,1842,0.0,0.4397394136807817,52.4,5.283637858268697,0.0,39.18
YLR207W,chrXII,HRD3,0,0,2502,0.0,0.4140687450039968,2.97,0.3842645715104506,0.0,39.17
YLR208W,chrXII,SEC13,1,1,894,0.0011185682326621,0.436241610738255,295.0,3.970733905607996,1.0,38.43
YLR209C,chrXII,PNP1,0,0,936,0.0,0.4252136752136752,39.8,3.0100724768318616,0.0,38.6
YLR210W,chrXII,CLB4,0,0,1383,0.0,0.3810556760665221,1.54,1.0247055240278655,0.0,37.1
YLR211C,chrXII,ATG38,0,0,681,0.0,0.3348017621145374,2.92,0.44830866676219,0.0,36.37
YLR212C,chrXII,TUB4,0,0,1422,0.0,0.4198312236286919,20.6,0.44830866676219,1.0,35.28
YLR213C,chrXII,CRR1,0,0,1269,0.0,0.4468085106382978,0.483,0.1921322857552254,0.0,35.8
YLR214W,chrXII,FRE1,0,0,2061,0.0,0.3697234352256186,29.5,2.625807905321399,0.0,32.54
YLR215C,chrXII,CDC123,0,0,1083,0.0,0.3961218836565097,11.8,0.1921322857552254,1.0,32.26
YLR216C,chrXII,CPR6,0,0,1116,0.0,0.3817204301075269,1090.0,20.814330956816065,0.0,32.72
YLR217W,chrXII,YLR217W,0,0,324,0.0,0.3672839506172839,0.628,,0.0,32.72
YLR218C,chrXII,COA4,0,0,453,0.0,0.4547461368653421,7.83,1.9853669528039968,0.0,31.55
YLR219W,chrXII,MSC3,0,0,2187,0.0,0.4430727023319616,22.3,1.408970095538315,0.0,31.53
YLR220W,chrXII,CCC1,0,0,969,0.0,0.4282765737874097,39.2,1.5690803336676693,0.0,32.31
YLR221C,chrXII,RSA3,0,0,663,0.0,0.3755656108597285,23.4,1.0567275716537363,0.0,29.82
YLR222C,chrXII,UTP13,0,0,2454,0.0,0.376120619396903,61.1,3.0100724768318616,1.0,27.09
YLR222C-A,chrXII,YLR222C-A,0,0,231,0.0,0.2597402597402597,,0.0640440952517416,,26.82
YLR223C,chrXII,IFH1,0,0,3258,0.0,0.3744628606507059,4.96,,1.0,26.39
YLR224W,chrXII,YLR224W,0,0,1110,0.0,0.4,1.24,0.5763968572656736,0.0,25.25
YLR225C,chrXII,YLR225C,0,0,1224,0.0,0.3635620915032679,26.6,2.4656976671920527,0.0,26.37
YLR226W,chrXII,BUR2,0,0,1188,0.0,0.3434343434343434,13.1,,0.0,24.41
YLR227C,chrXII,ADY4,0,0,1482,0.0,0.3340080971659919,0.462,,0.0,21.03
YLR227W-A,chrXII,YLR227W-A,0,0,1323,0.0,0.4119425547996976,,,,22.78142857142857
YLR227W-B,chrXII,YLR227W-B,0,0,5268,0.0,0.3859149582384206,,,,22.232857142857146
YLR228C,chrXII,ECM22,0,0,2445,0.0,0.4089979550102249,4.74,0.7685291430208995,0.0,20.1
YLR229C,chrXII,CDC42,0,0,576,0.0,0.421875,144.0,8.549886716107508,1.0,18.29
YLR230W,chrXII,YLR230W,0,0,306,0.0,0.3954248366013072,0.508,,1.0,20.21
YLR231C,chrXII,BNA5,0,0,1362,0.0,0.4192364170337738,51.6,2.593785857695526,0.0,18.3
YLR232W,chrXII,YLR232W,0,0,348,0.0,0.4195402298850574,0.517,,0.0,21.22
YLR233C,chrXII,EST1,0,0,2100,0.0,0.36,2.65,0.3202204762587075,0.0,22.55
YLR234W,chrXII,TOP3,0,0,1971,0.0,0.4860476915271435,28.6,,1.0,21.73
YLR235C,chrXII,YLR235C,0,0,399,0.0,0.5012531328320802,,,0.0,23.27
YLR236C,chrXII,YLR236C,0,0,324,0.0,0.5030864197530864,3.24,,0.0,23.27
YLR237W,chrXII,THI7,0,0,1797,0.0,0.4279354479688369,6.57,0.5123527620139329,0.0,22.6
YLR238W,chrXII,FAR10,0,0,1437,0.0,0.3681280445372303,1.57,1.537058286041802,0.0,22.78
YLR239C,chrXII,LIP2,0,0,987,0.0,0.3789260385005066,4.14,0.1921322857552254,0.0,22.44
YLR240W,chrXII,VPS34,0,0,2628,0.0,0.3778538812785388,9.36,1.665146476545282,0.0,22.57
YLR241W,chrXII,CSC1,0,0,2349,0.0,0.389953171562367,1.5,,0.0,22.23
YLR242C,chrXII,ARV1,0,0,966,0.0,0.3395445134575569,0.699,,0.0,22.8
YLR243W,chrXII,GPN3,0,0,819,0.0,0.387057387057387,17.1,1.6971685241711532,1.0,24.3
YLR244C,chrXII,MAP1,0,0,1164,0.0,0.4063573883161512,301.0,6.308343382296564,0.0,23.79
YLR245C,chrXII,CDD1,0,0,429,0.0,0.4428904428904429,56.4,0.44830866676219,,24.72
YLR246W,chrXII,ERF2,0,0,1080,0.0,0.4009259259259259,0.658,0.9926834764019952,0.0,25.18
YLR247C,chrXII,IRC20,0,0,4671,0.0,0.3673731535003211,3.2,0.6724630001432869,0.0,25.9
