locus_tag,gene_name,mutation_count,mutated,CDS_length_bp,mutation_density,gc_content,strand,protein_abundance,rna_level,essential,ori_distance
b2637,yfjT,0,0,465,0.0,0.513978494623656,+,,2.790521176392539,0.0,0.49824545226570194
b2638,yfjU,0,0,153,0.0,0.4444444444444444,-,,4.28667853628226,0.0,0.4979451281569579
b2641,yfjV,0,0,1014,0.0,0.5493096646942801,-,,3.819256394921056,,0.49768832303671195
b2642,yfjW,2,1,1701,0.0011757789535567,0.3127572016460905,+,2.91,4.288062790583558,0.0,0.4970441558307258
b2643,yfjX,0,0,456,0.0,0.543859649122807,+,,0.2263930735808433,0.0,0.4961914421848083
b2644,yfjY,0,0,480,0.0,0.54375,+,4.3,0.6654168263619773,0.0,0.49598505015024824
b2645,yfjZ,0,0,315,0.0,0.5492063492063493,+,0.137,0.8754188060889204,0.0,0.4957067009762903
b2646,ypjF,0,0,327,0.0,0.4801223241590214,+,23.3,2.3442589277808112,0.0,0.4955584778867524
b2647,ypjA,0,0,4578,0.0,0.4921363040629096,-,0.6,3.367597412807306,0.0,0.49434382413847483
b2648,pinH,0,0,237,0.0,0.4978902953586498,-,,,0.0,0.4931597629464682
b2650,ypjC,0,0,1371,0.0,0.3420860685630926,-,,0.5953773463426797,,0.4926685585218366
b2659,csiD,0,0,975,0.0,0.5446153846153846,+,7.29,4.775062721128201,0.0,0.490449951870584
b2660,lhgO,0,0,1266,0.0,0.5781990521327014,+,63.4,4.857488456572234,0.0,0.48995745480272973
b2661,gabD,0,0,1446,0.0,0.5843706777316736,+,339.0,5.992864648604266,0.0,0.4893624080392067
b2662,gabT,0,0,1278,0.0,0.5938967136150235,+,288.0,6.129844367365249,0.0,0.48876865391890645
b2663,gabP,0,0,1398,0.0,0.5135908440629471,+,1.15,4.259415462285315,0.0,0.48808872358375854
b2664,csiR,0,0,660,0.0,0.5378787878787878,+,8.75,5.244396806557488,0.0,0.48763543669365994
b2665,ygaU,0,0,447,0.0,0.4854586129753915,-,3297.0,9.065767780771044,0.0,0.48739586681638347
b2666,yqaE,0,0,156,0.0,0.5192307692307693,-,,7.0199855470026025,0.0,0.48722868495957905
b2667,ygaV,0,0,297,0.0,0.5353535353535354,+,9.34,4.050563860150113,0.0,0.48705159283806715
b2668,ygaP,1,1,522,0.0019157088122605,0.4597701149425287,+,45.0,4.770205236842688,0.0,0.4868697610247386
b2669,stpA,0,0,402,0.0,0.4850746268656716,-,987.0,9.16239789379534,0.0,0.4866495807958029
b2670,alaE,0,0,447,0.0,0.4921700223713646,+,4.73,3.316391894993966,0.0,0.486177766019512
b2671,ygaC,0,0,342,0.0,0.4736842105263157,-,2.41,5.255348047385745,0.0,0.48599076363329263
b2672,ygaM,0,0,327,0.0,0.5412844036697247,+,270.0,8.60660244023679,0.0,0.4857804936690644
b2673,nrdH,0,0,243,0.0,0.5349794238683128,+,10.6,6.92768725355176,0.0,0.48554997229434693
b2674,nrdI,0,0,408,0.0,0.5612745098039216,+,3.13,6.76798596125409,0.0,0.48540993594521953
b2675,nrdE,0,0,2142,0.0,0.5191409897292251,+,46.8,6.0159809412388325,0.0,0.4848713346024217
b2676,nrdF,0,0,957,0.0,0.4827586206896552,+,115.0,5.725810746806223,0.0,0.48419872924553586
b2677,proV,0,0,1200,0.0,0.4908333333333333,+,24.5,6.045724327630484,0.0,0.483580414904004
b2678,proW,0,0,1062,0.0,0.5828625235404896,+,20.1,5.3500598915630855,0.0,0.48309524281441174
b2679,proX,0,0,990,0.0,0.5272727272727272,+,109.0,5.803813161367463,0.0,0.4826273059677891
b2681,ygaY,0,0,1175,0.0,0.5455319148936171,+,,2.052860142184222,,0.4820775017170611
b2682,ygaZ,0,0,735,0.0,0.5292517006802722,+,0.049,6.7353688619675856,0.0,0.48161171927580954
b2683,ygaH,0,0,333,0.0,0.5495495495495496,+,,6.344316274825382,0.0,0.48138507583076023
b2684,mprA,0,0,528,0.0,0.4943181818181818,+,191.0,8.52684691415229,0.0,0.4811592941478594
b2685,emrA,0,0,1170,0.0,0.535042735042735,+,16.6,5.57317346956195,0.0,0.48073789245725446
b2686,emrB,0,0,1536,0.0,0.5670572916666666,+,0.018,4.379239728143097,0.0,0.4801467236233996
b2687,luxS,0,0,513,0.0,0.5165692007797271,-,1223.0,9.73875902274797,0.0,0.47967706325247994
b2688,gshA,1,1,1554,0.0006435006435006,0.5135135135135135,-,97.3,7.932775756732884,0.0,0.4791660382984334
b2689,yqaA,0,0,426,0.0,0.4976525821596244,-,,6.76650084467153,0.0,0.4787071499543697
b2690,yqaB,0,0,564,0.0,0.5354609929078015,-,16.3,6.40072349837061,0.0,0.47849429470369603
b2696,csrA,0,0,183,0.0,0.5027322404371585,-,1059.0,10.528610131133467,1.0,0.4777044896946174
b2697,alaS,0,0,2628,0.0,0.536910197869102,-,615.0,8.791688575587173,1.0,0.4769965520896439
b2698,recX,0,0,498,0.0,0.5200803212851406,-,2.71,3.26501473927617,0.0,0.4762670704309586
b2699,recA,0,0,1059,0.0,0.5429650613786591,-,799.0,8.646930467294045,0.0,0.4759012523989304
b2700,pncC,0,0,495,0.0,0.5676767676767677,-,74.1,6.294010606353997,0.0,0.47553112555615973
b2701,mltB,0,0,1083,0.0,0.5521698984302862,-,10.2,5.634854040894891,0.0,0.4751278208706728
b2702,srlA,0,0,561,0.0,0.5026737967914439,+,0.33,1.980548436455429,0.0,0.4746624693104955
b2703,srlE,0,0,957,0.0,0.5475444096133751,+,2.61,1.9330911494776155,0.0,0.4743358614562229
b2704,srlB,0,0,369,0.0,0.5555555555555556,+,5.51,2.298359995765068,0.0,0.4740445858500379
b2705,srlD,0,0,777,0.0,0.5341055341055341,+,3.88,3.398645120835861,0.0,0.47379510570805394
b2706,gutM,0,0,357,0.0,0.5546218487394958,+,1.16,2.6779342265477566,0.0,0.4735046918640174
b2707,srlR,0,0,771,0.0,0.4889753566796368,+,4.38,5.461680607379987,0.0,0.4732319441440246
b2708,gutQ,0,0,963,0.0,0.5752855659397715,+,25.0,5.003456812580886,0.0,0.47286052465803124
b2709,norR,0,0,1512,0.0,0.5694444444444444,-,0.822,4.074734110961012,0.0,0.47232752476919854
b2710,norV,0,0,1437,0.0,0.5337508698677801,+,0.389,2.9863662692125037,0.0,0.4716109695427404
b2711,norW,0,0,1131,0.0,0.5411140583554377,+,0.981,2.345620496723541,0.0,0.47105814912449273
b2712,hypF,0,0,2250,0.0,0.5768888888888889,-,2.23,3.2408663814216383,0.0,0.4702735146883049
b2713,hydN,0,0,525,0.0,0.5257142857142857,-,13.0,2.216167807642979,0.0,0.4696090960718296
b2714,ascG,1,1,1008,0.0009920634920634,0.5337301587301587,-,2.24,4.1900006095510856,0.0,0.46921354724567893
b2715,ascF,0,0,1455,0.0,0.5615120274914089,+,0.735,2.8911140469533367,0.0,0.46857024180184126
b2716,ascB,0,0,1422,0.0,0.5154711673699015,+,0.651,3.690997718228499,0.0,0.4679454642441958
b2717,hycI,0,0,468,0.0,0.5405982905982906,-,23.8,5.513731256469714,0.0,0.46746890977608835
b2718,hycH,0,0,408,0.0,0.5294117647058824,-,3.17,3.741361364218523,0.0,0.4672823382709432
b2719,hycG,0,0,765,0.0,0.5647058823529412,-,24.9,2.817408027307297,0.0,0.4670302728425138
b2720,hycF,0,0,540,0.0,0.5574074074074075,-,11.7,1.7915077333523348,0.0,0.4667480457388878
b2721,hycE,1,1,1707,0.0005858230814294,0.5700058582308143,-,28.7,1.7206174890995911,0.0,0.4662589957196274
b2722,hycD,0,0,921,0.0,0.5852334419109664,-,10.1,1.142887392345922,0.0,0.46568420036659364
b2723,hycC,0,0,1824,0.0,0.5822368421052632,-,0.683,1.0644849577129478,0.0,0.46509044624629337
b2724,hycB,0,0,609,0.0,0.5747126436781609,-,14.8,1.04444752129773,0.0,0.46456692574109393
b2725,hycA,0,0,459,0.0,0.5032679738562091,-,9.8,1.0333292908295204,0.0,0.46428211335102243
b2726,hypA,0,0,348,0.0,0.5316091954022989,+,1.18,3.0245877620958592,0.0,0.4640158288471432
b2727,hypB,0,0,870,0.0,0.5528735632183908,+,57.9,4.364204397501094,0.0,0.4637508369864867
b2728,hypC,0,0,270,0.0,0.5592592592592592,+,10.9,3.5794190629400013,0.0,0.46350825094169057
b2729,hypD,0,0,1119,0.0,0.5549597855227882,+,7.9,4.540421121968881,0.0,0.4632083577140208
b2730,hypE,0,0,1008,0.0,0.5744047619047619,+,22.3,4.790289350858368,0.0,0.46275033113210556
b2731,fhlA,0,0,2076,0.0,0.5264932562620424,+,1.69,4.070850149706214,0.0,0.4620531655539881
b2732,ygbA,0,0,351,0.0,0.5071225071225072,-,0.011,3.4596733300468427,0.0,0.46151370244904183
b2733,mutS,1,1,2559,0.0003907776475185,0.5619382571316921,+,19.0,5.28452129285176,0.0,0.4607622458555704
b2734,pphB,1,1,654,0.0015290519877675,0.4235474006116208,+,,1.9387675627955008,0.0,0.46002328481325183
b2735,ygbI,0,0,765,0.0,0.5176470588235295,-,12.1,4.73890195751646,0.0,0.4596949534346823
b2736,ygbJ,0,0,906,0.0,0.5309050772626932,+,0.294,1.7828609824048056,0.0,0.45924942240391997
b2737,ygbK,0,0,1164,0.0,0.552405498281787,+,0.489,2.1267931046879007,0.0,0.45880389137315764
b2738,ygbL,0,0,636,0.0,0.5377358490566038,+,0.456,2.2777331550204183,0.0,0.4583755955853649
b2739,ygbM,0,0,774,0.0,0.5167958656330749,+,0.587,2.7906664462758823,0.0,0.4580688082605073
b2740,ygbN,0,0,1362,0.0,0.5176211453744494,+,0.45,2.1269517949515078,0.0,0.45756941709546517
b2741,rpoS,0,0,990,0.0,0.5222222222222223,-,223.0,10.407830384403256,0.0,0.45702133636903414
b2742,nlpD,0,0,1137,0.0,0.5259454705364995,-,81.5,8.581976207958858,0.0,0.4565353025172934
b2743,pcm,0,0,624,0.0,0.5368589743589743,-,25.0,6.723933370443371,0.0,0.4560945111783477
b2744,surE,0,0,759,0.0,0.549407114624506,-,20.8,6.867891634192085,0.0,0.45579849588034604
b2745,truD,0,0,1047,0.0,0.5234001910219676,-,37.0,6.82431619720856,0.0,0.45541673524857096
b2746,ispF,0,0,477,0.0,0.5387840670859538,-,88.2,6.473990446270973,1.0,0.4550888347510757
b2747,ispD,0,0,708,0.0,0.556497175141243,-,10.9,6.314394386223444,1.0,0.45483246051190396
b2748,ftsB,0,0,309,0.0,0.5242718446601942,-,8.81,7.324174746454531,1.0,0.4546045244236319
b2749,ygbE,0,0,321,0.0,0.4859813084112149,-,,6.221705698865463,0.0,0.4543843441946962
b2750,cysC,0,0,603,0.0,0.5257048092868989,-,23.2,6.8701218267029125,0.0,0.45416287132253774
b2751,cysN,1,1,1425,0.0007017543859649,0.5473684210526316,-,229.0,8.255543276499873,0.0,0.45372509615111173
b2752,cysD,0,0,906,0.0,0.5320088300220751,-,210.0,8.52544783142825,0.0,0.453220965294253
b2753,iap,0,0,1035,0.0,0.493719806763285,+,1.49,4.801354502399504,0.0,0.4526935668593854
b2754,ygbF,0,0,282,0.0,0.4645390070921986,-,,4.155534985599314,0.0,0.45199898656771337
b2755,ygbT,0,0,915,0.0,0.5136612021857924,-,1.37,3.653741446386109,0.0,0.451739596161022
b2756,casE,0,0,597,0.0,0.4539363484087102,-,2.84,4.1113287352070165,0.0,0.45140609420956157
b2757,casD,0,0,672,0.0,0.4836309523809524,-,0.197,3.684875150455516,0.0,0.4511372244192369
b2758,casC,1,1,1089,0.0009182736455463,0.4352617079889807,-,1.6,3.051025455378067,0.0,0.4507558946685361
b2759,casB,0,0,480,0.0,0.4666666666666667,-,0.389,2.867009020649286,0.0,0.4504111898091455
b2760,casA,0,0,1506,0.0,0.4382470119521912,-,0.554,1.870355192227661,0.0,0.4499854793077982
b2761,ygcB,0,0,2664,0.0,0.4474474474474474,-,0.133,2.2225163062204483,0.0,0.44890741486005414
b2762,cysH,0,0,732,0.0,0.5095628415300546,-,178.0,8.263120796226355,0.0,0.44802023072819763
b2763,cysI,0,0,1710,0.0,0.5614035087719298,-,377.0,8.220228437023314,0.0,0.44746094709383644
b2764,cysJ,0,0,1797,0.0,0.5614913745130774,-,294.0,7.964187036172458,0.0,0.4467047508085483
b2765,queD,0,0,363,0.0,0.4958677685950413,+,27.1,5.554996275357438,0.0,0.4461023790667633
b2766,ygcN,0,0,1269,0.0,0.55397951142632,+,0.142,2.52393905333402,0.0,0.44571630962424585
b2767,ygcO,0,0,258,0.0,0.5581395348837209,+,,1.736291498905988,0.0,0.4453901326510475
b2768,ygcP,0,0,573,0.0,0.4659685863874345,+,0.395,2.428796811410362,0.0,0.4452031302648281
b2769,ygcQ,0,0,858,0.0,0.5582750582750583,-,0.345,2.0459253498099432,0.0,0.4448299872545378
b2770,ygcR,0,0,777,0.0,0.5572715572715573,-,16.3,1.5132988579363456,0.0,0.44447838829795944
b2771,ygcS,0,0,1335,0.0,0.5333333333333333,-,0.17,1.0475760714177824,0.0,0.4440319955050486
b2774,ygcW,0,0,783,0.0,0.458492975734355,-,0.418,0.5909419989221512,0.0,0.4428776651071644
b2775,yqcE,0,0,1275,0.0,0.4980392156862745,+,0.208,0.6153006943485987,0.0,0.44229597565694284
b2776,ygcE,0,0,1476,0.0,0.4911924119241192,+,3.83,2.0871091750361783,0.0,0.44169058774763814
b2777,queE,0,0,669,0.0,0.5171898355754858,-,13.0,5.004237875259677,0.0,0.4406362217589772
b2778,ygcG,0,0,870,0.0,0.4126436781609195,+,1.9,1.0159288884557645,0.0,0.4401773334149135
b2779,eno,0,0,1296,0.0,0.5046296296296297,-,6953.0,11.45542954785272,1.0,0.4396839745849107
b2780,pyrG,0,0,1635,0.0,0.5198776758409785,-,432.0,8.990962242718547,1.0,0.4390139545144703
b2781,mazG,0,0,789,0.0,0.5095057034220533,-,7.4,6.168498031541667,0.0,0.4383926240054188
b2782,mazF,0,0,333,0.0,0.4624624624624625,-,3.05,6.536734388334355,0.0,0.4381194454043517
b2783,mazE,1,1,246,0.0040650406504065,0.491869918699187,-,0.511,6.847763905002839,0.0,0.43799362813067416
b2784,relA,0,0,2232,0.0,0.5380824372759857,-,40.9,6.888932597209945,0.0,0.43742529599375396
b2785,rlmD,0,0,1299,0.0,0.5150115473441108,-,0.974,5.382444105958091,0.0,0.43664324684401157
b2786,barA,0,0,2754,0.0,0.4989106753812636,+,3.1,4.842061785106179,0.0,0.43574442892315063
b2787,gudD,0,0,1338,0.0,0.5336322869955157,-,13.0,3.2981770351663755,0.0,0.4347620200738875
b2788,gudX,0,0,1338,0.0,0.5403587443946188,-,0.48,2.1609805792468566,0.0,0.43417559093184926
b2789,gudP,1,1,1350,0.0007407407407407,0.5237037037037037,-,5.15,1.1740871800843522,0.0,0.43359476324377616
b2790,yqcA,0,0,447,0.0,0.5279642058165548,-,183.0,6.933347694516266,0.0,0.4330195370096681
b2791,truC,0,0,780,0.0,0.5423076923076923,-,1.95,4.979296474421137,0.0,0.4327463584086011
b2792,yqcC,0,0,327,0.0,0.5290519877675841,-,11.9,5.123632343951535,0.0,0.43250721941239884
b2793,syd,0,0,543,0.0,0.4806629834254143,-,20.1,6.394351898874515,0.0,0.4320509163547806
b2794,queF,0,0,846,0.0,0.4905437352245863,+,51.7,6.4438378767559215,0.0,0.43172129233298834
b2795,ygdH,1,1,1362,0.000734214390602,0.5146842878120411,+,75.0,7.188724603151056,0.0,0.43119647918456616
b2796,sdaC,0,0,1287,0.0,0.5244755244755245,+,150.0,5.0869503764469535,0.0,0.4303851301217756
b2797,sdaB,0,0,1365,0.0,0.550915750915751,+,12.0,4.229704109103928,0.0,0.4297879289528814
b2798,ygdG,0,0,753,0.0,0.5298804780876494,+,12.7,4.505637451328483,0.0,0.4292825054528
b2799,fucO,0,0,1146,0.0,0.5366492146596858,-,212.0,3.5410065486906928,0.0,0.4288486082110421
b2800,fucA,0,0,645,0.0,0.4930232558139535,-,1.4,2.332911283388801,0.0,0.42845004321737173
b2801,fucP,1,1,1314,0.0007610350076103,0.4771689497716895,+,0.453,0.7410149973557326,0.0,0.42779122605486153
b2802,fucI,0,0,1773,0.0,0.5459672870840383,+,6.79,2.3690944564521272,0.0,0.42711129571971357
b2803,fucK,0,0,1446,0.0,0.5096818810511756,+,2.46,3.5369376885009043,0.0,0.42638267582317674
b2804,fucU,0,0,420,0.0,0.4928571428571429,+,81.1,6.22287647353323,0.0,0.42597894025661553
b2805,fucR,0,0,729,0.0,0.4828532235939643,+,22.5,5.500445042102663,0.0,0.4257057616555485
b2806,rlmM,1,1,1098,0.0009107468123861,0.52367941712204,-,24.8,6.321752574462462,0.0,0.4252921158242798
b2807,ygdD,0,0,393,0.0,0.549618320610687,-,,5.4380661178455325,0.0,0.42497326382934353
b2808,gcvA,0,0,915,0.0,0.492896174863388,-,20.2,5.819682531140746,0.0,0.4246824191042327
b2809,ygdI,0,0,225,0.0,0.4711111111111111,-,899.0,7.749190507179281,0.0,0.4242847158727108
b2810,csdA,1,1,1203,0.0008312551953449,0.5602660016625104,+,6.84,5.567558468248569,0.0,0.4238934758573025
b2811,csdE,0,0,441,0.0,0.5487528344671202,+,57.4,5.81099138746892,0.0,0.42353842985213025
b2812,csdL,0,0,804,0.0,0.5485074626865671,-,14.1,5.886561128262193,0.0,0.42324715424594517
b2813,mltA,0,0,1095,0.0,0.5287671232876713,-,15.4,6.3242588098129255,0.0,0.4227344057676017
b2817,amiC,0,0,1251,0.0,0.5355715427657873,-,2.87,5.813895943437368,0.0,0.42197864036338784
b2818,argA,0,0,1329,0.0,0.526711813393529,+,76.2,7.528722568508448,0.0,0.4213219776062488
b2819,recD,0,0,1824,0.0,0.5537280701754386,-,3.05,4.894815057644321,0.0,0.42061490176342387
b2820,recB,0,0,3540,0.0,0.546045197740113,-,1.42,5.239684920502064,0.0,0.4194584169601685
b2821,ptrA,0,0,2886,0.0,0.5117810117810118,-,14.7,5.13498111716933,0.0,0.41807615047401225
b2822,recC,0,0,3366,0.0,0.5362448009506833,-,3.05,5.134515727113785,0.0,0.4166525194047292
b2823,ppdC,0,0,321,0.0,0.5514018691588785,-,,3.797990850906632,0.0,0.4158519423687946
b2824,ygdB,1,1,405,0.0024691358024691,0.528395061728395,-,,3.121053487650185,0.0,0.41570113399281117
b2825,ppdB,1,1,561,0.0017825311942959,0.5240641711229946,-,,2.596800924403863,0.0,0.41549344931502835
b2826,ppdA,0,0,468,0.0,0.5448717948717948,-,,1.7203552626681493,0.0,0.4152745617293153
b2827,thyA,0,0,792,0.0,0.5126262626262627,-,203.0,7.283197276754896,0.0,0.41492296277273694
b2828,lgt,0,0,873,0.0,0.5292096219931272,-,15.5,6.681950044204296,1.0,0.4145605917893026
b2829,ptsP,0,0,2244,0.0,0.5392156862745098,-,30.2,7.101443513386452,0.0,0.41382292339020676
b2830,rppH,0,0,528,0.0,0.4962121212121212,-,15.4,8.248505579437971,0.0,0.413219259005199
b2831,mutH,0,0,687,0.0,0.537117903930131,+,3.71,4.793295508377717,0.0,0.41266169889513477
b2832,ygdQ,0,0,711,0.0,0.4992967651195499,+,0.792,5.28703874836583,0.0,0.41232992046797134
b2833,ygdR,0,0,216,0.0,0.4398148148148148,+,116.0,7.616177956659397,0.0,0.41206966829913144
b2834,tas,0,0,1038,0.0,0.5452793834296724,+,170.0,7.642080183876453,0.0,0.41175210894741787
b2835,lplT,0,0,1191,0.0,0.5566750629722922,-,0.116,4.424823657366066,0.0,0.4112574574741924
b2836,aas,0,0,2157,0.0,0.526657394529439,-,4.32,5.415509145359637,0.0,0.4105383169612888
b2837,galR,0,0,1029,0.0,0.5286686103012633,+,2.15,5.42830764616314,0.0,0.40959899621944945
b2838,lysA,0,0,1260,0.0,0.5317460317460317,-,26.8,6.234249047525021,0.0,0.40910175945977856
b2839,lysR,0,0,933,0.0,0.5359056806002144,+,2.85,3.723747854285484,0.0,0.4085760845492079
b2840,ygeA,0,0,690,0.0,0.5101449275362319,-,11.4,5.895415413144845,0.0,0.4082309488087431
b2841,araE,0,0,1416,0.0,0.5120056497175142,-,0.327,3.6847669454034655,0.0,0.40772078561684505
b2842,kduD,0,0,759,0.0,0.5217391304347826,-,267.0,3.444869385596929,0.0,0.40711582858861456
b2843,kduI,0,0,834,0.0,0.4964028776978417,-,182.0,2.4596189429670186,0.0,0.40675862817807107
b2844,yqeF,0,0,1179,0.0,0.536047497879559,-,16.4,4.766152061360309,0.0,0.40620063718693256
b2845,yqeG,0,0,1227,0.0,0.445802770986145,+,0.353,2.3774069440958097,0.0,0.4055715508185448
b2846,yqeH,0,0,630,0.0,0.3746031746031746,+,2.06,2.4074261745281347,0.0,0.4049721952442794
b2847,yqeI,0,0,807,0.0,0.3965303593556382,+,0.088,3.0264616812424494,0.0,0.40451804659203233
b2848,yqeJ,0,0,480,0.0,0.31875,+,,1.9534419790882047,0.0,0.4042427135855941
b2849,yqeK,0,0,423,0.0,0.3286052009456264,-,,0.8494610224568439,0.0,0.4039833231789027
b2850,ygeF,0,0,489,0.0,0.3231083844580777,+,,0.4923898980371539,0.0,0.4037028195995736
b2851,ygeG,0,0,489,0.0,0.3292433537832311,+,0.117,0.6250903704271668,0.0,0.40339473963149325
b2852,ygeH,0,0,1374,0.0,0.3478893740902474,+,,0.7604408158567694,0.0,0.40284795154828495
b2853,ygeI,0,0,216,0.0,0.3379629629629629,+,,1.8331625170240675,0.0,0.40243215131164506
b2854,pbl,0,0,501,0.0,0.3393213572854291,+,,,0.0,0.40224127099575757
b2856,ygeK,0,0,630,0.0,0.3571428571428571,-,,0.3834667026073838,,0.40198877468625394
b2858,ygeN,0,0,705,0.0,0.3092198581560283,-,,1.2936780608149916,,0.4016048596491077
b2859,ygeO,0,0,396,0.0,0.3585858585858585,-,,2.298624464070023,0.0,0.40139200439843403
b2860,insD1,0,0,903,0.0,0.5514950166112956,-,2.86,5.424904732846369,0.0,0.40110633024621406
b2861,insC1,0,0,363,0.0,0.5344352617079889,-,0.649,6.260295572471852,0.0,0.4008508177691908
b2863,ygeQ,0,0,1137,0.0,0.4186455584872471,-,,3.421165357617953,,0.400487585023608
b2865,ygeR,0,0,753,0.0,0.5099601593625498,-,10.4,6.246564146323762,0.0,0.3999476910375875
b2866,xdhA,0,0,2256,0.0,0.5301418439716312,+,4.05,2.59175028805318,0.0,0.3991027332510063
b2867,xdhB,0,0,876,0.0,0.5376712328767124,+,12.0,2.4790617525531893,0.0,0.39842237203478414
b2868,xdhC,0,0,477,0.0,0.5241090146750524,+,0.763,2.670941517043193,0.0,0.3981315273096734
b2869,ygeV,2,1,1776,0.0011261261261261,0.4583333333333333,-,7.72,3.522241118684545,0.0,0.3976278273338889
b2870,ygeW,0,0,1188,0.0,0.5008417508417509,+,126.0,0.8341739223745526,0.0,0.39678330042838195
b2871,ygeX,0,0,1194,0.0,0.5376884422110553,+,43.4,1.1297621423549051,0.0,0.3962442682045099
b2872,ygeY,0,0,1209,0.0,0.5161290322580645,+,333.0,2.159245389951254,0.0,0.3957009271698955
b2873,hyuA,1,1,1383,0.0007230657989877,0.5292841648590022,+,5.84,1.4392782494994871,0.0,0.3951188068385997
b2874,yqeA,0,0,930,0.0,0.4924731182795699,+,38.6,3.511060738431691,0.0,0.3945987333819942
b2875,yqeB,0,0,1623,0.0,0.5231053604436229,-,32.3,2.8935346072831782,0.0,0.3939528426517111
b2876,yqeC,0,0,768,0.0,0.5052083333333334,-,0.59,1.9922443087567407,0.0,0.39341596483321023
b2877,mocA,0,0,576,0.0,0.4322916666666667,+,1.49,3.761679617228779,0.0,0.3930811702385271
b2878,ygfK,1,1,3096,0.0003229974160206,0.522609819121447,+,42.5,1.2186060766454974,0.0,0.3921504671181726
b2879,ssnA,0,0,1326,0.0,0.5279034690799397,+,32.3,1.045302360973786,0.0,0.39119563465766066
b2880,ygfM,0,0,777,0.0,0.5456885456885456,+,33.9,1.7884354182214206,0.0,0.3907199419517017
b2881,xdhD,1,1,2868,0.0003486750348675,0.5299860529986054,+,54.3,2.623415380169098,0.0,0.38993487663443965
b2882,xanQ,0,0,1398,0.0,0.4899856938483548,+,0.529,1.952079588034232,0.0,0.3889438501636917
b2883,guaD,0,0,1317,0.0,0.4905087319665907,+,19.8,3.787240721444306,0.0,0.3883518195676884
b2886,ygfS,0,0,486,0.0,0.5493827160493827,-,0.754,2.282910372941077,0.0,0.3873422652107482
b2887,ygfT,0,0,1917,0.0,0.5289514866979655,-,1.17,1.7538561988542647,0.0,0.3868239152784397
b2888,uacT,0,0,1446,0.0,0.4910096818810511,+,4.85,0.5142756856061624,0.0,0.3859104474010546
b2889,idi,0,0,546,0.0,0.5036630036630036,+,4.14,5.439539458753453,0.0,0.38537270782040534
b2890,lysS,0,0,1515,0.0,0.532013201320132,-,872.0,8.796178201879503,0.0,0.384909079784525
b2891,prfB,0,0,1095,0.0,0.5360730593607306,-,422.0,8.867824890140938,1.0,0.384341178528679
b2892,recJ,0,0,1731,0.0,0.5667244367417678,-,6.35,6.299618487548686,0.0,0.38369227163087627
b2893,dsbC,0,0,708,0.0,0.4858757062146893,-,216.0,7.062028482044483,0.0,0.3831631496717117
b2894,xerD,0,0,894,0.0,0.5313199105145414,-,1.79,6.303286353707103,0.0,0.38280638014224244
b2895,fldB,0,0,519,0.0,0.5144508670520231,+,31.4,6.889523541439752,0.0,0.3824530576613671
b2896,cptA,0,0,405,0.0,0.5382716049382716,-,4.19,6.423944653294925,0.0,0.382235893599951
b2897,cptB,0,0,264,0.0,0.4962121212121212,-,89.1,7.5077241189471025,0.0,0.3820988734183433
b2898,ygfZ,0,0,978,0.0,0.5408997955010225,+,531.0,8.133437265387547,0.0,0.381725730408053
b2899,yqfA,0,0,657,0.0,0.5220700152207002,-,2.09,6.311892105697867,0.0,0.3812883861177012
b2900,yqfB,0,0,309,0.0,0.4401294498381877,-,258.0,6.868695465811669,0.0,0.38100874430052056
b2901,bglA,0,0,1437,0.0,0.5086986778009742,+,239.0,6.907413715366193,0.0,0.38061491899866684
b2902,ygfF,0,0,741,0.0,0.5519568151147098,-,10.6,3.713500319735787,0.0,0.38012026752544137
b2903,gcvP,0,0,2871,0.0,0.5600835945663531,-,254.0,5.786219360391834,0.0,0.37922618929639706
b2904,gcvH,0,0,387,0.0,0.5297157622739018,-,496.0,7.278591564160705,0.0,0.37847214741648016
b2905,gcvT,0,0,1092,0.0,0.5467032967032966,-,259.0,6.485039740719961,0.0,0.3781420925136137
b2906,visC,0,0,1200,0.0,0.5508333333333333,-,22.3,6.001900428411787,0.0,0.37745440631912947
b2907,ubiH,0,0,1176,0.0,0.5960884353741497,-,5.16,6.41852005675153,0.0,0.3769317475760785
b2908,pepP,0,0,1323,0.0,0.5359032501889645,-,365.0,7.764873909723078,0.0,0.3763940079954292
b2909,ygfB,0,0,576,0.0,0.515625,-,263.0,7.876219712084469,0.0,0.3759726063048242
b2910,zapA,0,0,327,0.0,0.4678899082568807,+,212.0,9.157815386882518,0.0,0.3757050291577223
b2912,fau,0,0,546,0.0,0.521978021978022,+,3.98,5.73813708480516,0.0,0.37538660804386026
b2913,serA,0,0,1230,0.0,0.5308943089430894,-,1566.0,10.761500701821024,0.0,0.37483551114990954
b2914,rpiA,0,0,657,0.0,0.5190258751902588,-,1472.0,8.931192080264617,0.0,0.3743180229797495
b2915,yqfE,0,0,318,0.0,0.5314465408805031,-,,,0.0,0.3740827619132154
b2916,argP,0,0,891,0.0,0.5454545454545454,+,178.0,6.629700213419706,0.0,0.3737992421663666
b2917,scpA,0,0,2142,0.0,0.5504201680672269,+,3.81,1.5429787357110762,0.0,0.37305683407545415
b2918,argK,0,0,993,0.0,0.540785498489426,+,0.141,1.557181506383895,0.0,0.3723837978374941
b2919,scpB,1,1,783,0.0012771392081736,0.4955300127713921,+,2.3,2.336235165305122,0.0,0.3719955739896054
